iteration,node_id,kind,phase,microbatch,rank,pp_stage,pp_lane,src_rank,dst_rank,src_stage,dst_stage,sequence,region,duration_ns,network_service_ns,software_completion_ns,observed_start_ns,observed_end_ns,predicted_relative_start_ns,predicted_relative_end_ns,critical_predecessor,local_wait_ns,predicted_lane_origin_ns,predicted_start_ns,predicted_end_ns
55,rank224:F2,compute,forward,2,224,14,0,224,224,14,14,3,steady,309813534,0,0,1.7854777509832566e+18,1.78547775129307e+18,5969664766,6279478300,lane0:B0:s14->s13,4712346,1785477744809471652,1785477750779136418,1785477751088949952
55,lane0:F2:s14->s15,pp_message,forward,2,-1,14,0,224,240,14,15,-1,p2p,4712346,4712346,0,,,6279478300,6284190646,rank224:F2,0,1785477744809471652,1785477751088949952,1785477751093662298
55,rank224:B1,compute,backward,1,224,14,0,224,224,14,14,4,steady,678850166,0,0,1.7854777512989842e+18,1.7854777519778342e+18,6284190646,6963040812,lane0:F2:s14->s15,4712346,1785477744809471652,1785477751093662298,1785477751772512464
55,rank240:F2,compute,forward,2,240,15,0,240,240,15,15,4,steady,190709364,0,0,1.785477751298909e+18,1.7854777514896182e+18,6284190646,6474900010,lane0:F2:s14->s15,467818272,1785477744809471652,1785477751093662298,1785477751284371662
55,rank240:B2,compute,backward,2,240,15,0,240,240,15,15,5,steady,365911231,0,0,1.785477751489801e+18,1.7854777518557123e+18,6474900010,6840811241,rank240:F2,0,1785477744809471652,1785477751284371662,1785477751650282893
55,lane0:B0:s13->s12,pp_message,backward,0,-1,13,0,208,192,13,12,-1,p2p,4712346,4712346,0,,,6659144008,6663856354,rank208:B0,0,1785477744809471652,1785477751468615660,1785477751473328006
55,rank192:B0,compute,backward,0,192,12,0,192,192,12,12,4,steady,680485782,0,0,1.7854777517711478e+18,1.7854777524516337e+18,6663856354,7344342136,lane0:B0:s13->s12,1479096396,1785477744809471652,1785477751473328006,1785477752153813788
55,rank208:F3,compute,forward,3,208,13,0,208,208,13,13,4,steady,313348583,0,0,1.785477751770989e+18,1.7854777520843377e+18,6663856354,6977204937,lane0:B0:s13->s12,4712346,1785477744809471652,1785477751473328006,1785477751786676589
55,lane0:B2:s15->s14,pp_message,backward,2,-1,15,0,240,224,15,14,-1,p2p,4712346,4712346,0,,,6840811241,6845523587,rank240:B2,0,1785477744809471652,1785477751650282893,1785477751654995239
55,lane0:B1:s14->s13,pp_message,backward,1,-1,14,0,224,208,14,13,-1,p2p,4712346,4712346,0,,,6963040812,6967753158,rank224:B1,0,1785477744809471652,1785477751772512464,1785477751777224810
55,lane0:F3:s13->s14,pp_message,forward,3,-1,13,0,208,224,13,14,-1,p2p,4712346,4712346,0,,,6977204937,6981917283,rank208:F3,0,1785477744809471652,1785477751786676589,1785477751791388935
55,rank208:B1,compute,backward,1,208,13,0,208,208,13,13,5,steady,685879125,0,0,1.7854777520901998e+18,1.7854777527760788e+18,6981917283,7667796408,lane0:F3:s13->s14,4712346,1785477744809471652,1785477751791388935,1785477752477268060
55,rank224:F3,compute,forward,3,224,14,0,224,224,14,14,5,steady,308769104,0,0,1.7854777520901778e+18,1.7854777523989468e+18,6981917283,7290686387,lane0:F3:s13->s14,18876471,1785477744809471652,1785477751791388935,1785477752100158039
55,lane0:F3:s14->s15,pp_message,forward,3,-1,14,0,224,240,14,15,-1,p2p,4712346,4712346,0,,,7290686387,7295398733,rank224:F3,0,1785477744809471652,1785477752100158039,1785477752104870385
55,rank224:B2,compute,backward,2,224,14,0,224,224,14,14,6,steady,686633255,0,0,1.7854777524050296e+18,1.7854777530916628e+18,7295398733,7982031988,lane0:F3:s14->s15,4712346,1785477744809471652,1785477752104870385,1785477752791503640
55,rank240:F3,compute,forward,3,240,15,0,240,240,15,15,6,steady,189636237,0,0,1.7854777524050386e+18,1.7854777525946747e+18,7295398733,7485034970,lane0:F3:s14->s15,454587492,1785477744809471652,1785477752104870385,1785477752294506622
55,lane0:B0:s12->s11,pp_message,backward,0,-1,12,0,192,176,12,11,-1,p2p,4712346,4712346,0,,,7344342136,7349054482,rank192:B0,0,1785477744809471652,1785477752153813788,1785477752158526134
55,rank176:B0,compute,backward,0,176,11,0,176,176,11,11,4,cooldown,675074046,0,0,1.7854777525512535e+18,1.7854777532263276e+18,7349054482,8024128528,lane0:B0:s12->s11,2478782842,1785477744809471652,1785477752158526134,1785477752833600180
55,rank240:B3,compute,backward,3,240,15,0,240,240,15,15,7,steady,370214684,0,0,1.7854777525948498e+18,1.7854777529650644e+18,7485034970,7855249654,rank240:F3,0,1785477744809471652,1785477752294506622,1785477752664721306
55,lane0:B1:s13->s12,pp_message,backward,1,-1,13,0,208,192,13,12,-1,p2p,4712346,4712346,0,,,7667796408,7672508754,rank208:B1,0,1785477744809471652,1785477752477268060,1785477752481980406
55,rank192:B1,compute,backward,1,192,12,0,192,192,12,12,5,cooldown,679405117,0,0,1.785477752873825e+18,1.78547775355323e+18,7672508754,8351913871,lane0:B1:s13->s12,328166618,1785477744809471652,1785477752481980406,1785477753161385523
55,lane0:B3:s15->s14,pp_message,backward,3,-1,15,0,240,224,15,14,-1,p2p,4712346,4712346,0,,,7855249654,7859962000,rank240:B3,0,1785477744809471652,1785477752664721306,1785477752669433652
55,lane0:B2:s14->s13,pp_message,backward,2,-1,14,0,224,208,14,13,-1,p2p,4712346,4712346,0,,,7982031988,7986744334,rank224:B2,0,1785477744809471652,1785477752791503640,1785477752796215986
55,rank208:B2,compute,backward,2,208,13,0,208,208,13,13,6,cooldown,690962929,0,0,1.7854777531905823e+18,1.7854777538815452e+18,7986744334,8677707263,lane0:B2:s14->s13,318947926,1785477744809471652,1785477752796215986,1785477753487178915
55,rank224:B3,compute,backward,3,224,14,0,224,224,14,14,7,cooldown,685425447,0,0,1.7854777531965614e+18,1.7854777538819868e+18,7986744334,8672169781,lane0:B2:s14->s13,4712346,1785477744809471652,1785477752796215986,1785477753481641433
55,lane0:B0:s11->s10,pp_message,backward,0,-1,11,0,176,160,11,10,-1,p2p,4712346,4712346,0,,,8024128528,8028840874,rank176:B0,0,1785477744809471652,1785477752833600180,1785477752838312526
55,rank160:B0,compute,backward,0,160,10,0,160,160,10,10,4,cooldown,684778882,0,0,1.7854777533251456e+18,1.7854777540099246e+18,8028840874,8713619756,lane0:B0:s11->s10,3470188341,1785477744809471652,1785477752838312526,1785477753523091408
55,lane0:B1:s12->s11,pp_message,backward,1,-1,12,0,192,176,12,11,-1,p2p,4712346,4712346,0,,,8351913871,8356626217,rank192:B1,0,1785477744809471652,1785477753161385523,1785477753166097869
55,rank176:B1,compute,backward,1,176,11,0,176,176,11,11,5,cooldown,685904004,0,0,1.7854777536531738e+18,1.785477754339078e+18,8356626217,9042530221,lane0:B1:s12->s11,332497689,1785477744809471652,1785477753166097869,1785477753852001873
55,lane0:B3:s14->s13,pp_message,backward,3,-1,14,0,224,208,14,13,-1,p2p,4712346,4712346,0,,,8672169781,8676882127,rank224:B3,0,1785477744809471652,1785477753481641433,1785477753486353779
55,lane0:B2:s13->s12,pp_message,backward,2,-1,13,0,208,192,13,12,-1,p2p,4712346,4712346,0,,,8677707263,8682419609,rank208:B2,0,1785477744809471652,1785477753487178915,1785477753491891261
55,rank192:B2,compute,backward,2,192,12,0,192,192,12,12,6,cooldown,680636390,0,0,1.7854777539797135e+18,1.78547775466035e+18,8682419609,9363055999,lane0:B2:s13->s12,330505738,1785477744809471652,1785477753491891261,1785477754172527651
55,rank208:B3,compute,backward,3,208,13,0,208,208,13,13,7,cooldown,681167081,0,0,1.7854777539849083e+18,1.7854777546660754e+18,8682419609,9363586690,lane0:B2:s13->s12,4712346,1785477744809471652,1785477753491891261,1785477754173058342
55,lane0:B0:s10->s9,pp_message,backward,0,-1,10,0,160,144,10,9,-1,p2p,4712346,4712346,0,,,8713619756,8718332102,rank160:B0,0,1785477744809471652,1785477753523091408,1785477753527803754
55,rank144:B0,compute,backward,0,144,9,0,144,144,9,9,4,cooldown,702583706,0,0,1.785477754108896e+18,1.7854777548114796e+18,8718332102,9420915808,lane0:B0:s10->s9,4475288691,1785477744809471652,1785477753527803754,1785477754230387460
55,lane0:B1:s11->s10,pp_message,backward,1,-1,11,0,176,160,11,10,-1,p2p,4712346,4712346,0,,,9042530221,9047242567,rank176:B1,0,1785477744809471652,1785477753852001873,1785477753856714219
55,rank160:B1,compute,backward,1,160,10,0,160,160,10,10,5,cooldown,678613448,0,0,1.7854777544345636e+18,1.785477755113177e+18,9047242567,9725856015,lane0:B1:s11->s10,333622811,1785477744809471652,1785477753856714219,1785477754535327667
55,lane0:B2:s12->s11,pp_message,backward,2,-1,12,0,192,176,12,11,-1,p2p,4712346,4712346,0,,,9363055999,9367768345,rank192:B2,0,1785477744809471652,1785477754172527651,1785477754177239997
55,lane0:B3:s13->s12,pp_message,backward,3,-1,13,0,208,192,13,12,-1,p2p,4712346,4712346,0,,,9363586690,9368299036,rank208:B3,0,1785477744809471652,1785477754173058342,1785477754177770688
55,rank176:B2,compute,backward,2,176,11,0,176,176,11,11,6,cooldown,684445825,0,0,1.785477754760245e+18,1.7854777554446907e+18,9367768345,10052214170,lane0:B2:s12->s11,325238124,1785477744809471652,1785477754177239997,1785477754861685822
55,rank192:B3,compute,backward,3,192,12,0,192,192,12,12,7,cooldown,677663884,0,0,1.7854777547653573e+18,1.7854777554430213e+18,9368299036,10045962920,lane0:B3:s13->s12,5243037,1785477744809471652,1785477754177770688,1785477754855434572
55,lane0:B0:s9->s8,pp_message,backward,0,-1,9,0,144,128,9,8,-1,p2p,4712346,4712346,0,,,9420915808,9425628154,rank144:B0,0,1785477744809471652,1785477754230387460,1785477754235099806
55,rank128:B0,compute,backward,0,128,8,0,128,128,8,8,4,cooldown,688418883,0,0,1.7854777549111657e+18,1.7854777555995845e+18,9425628154,10114047037,lane0:B0:s9->s8,5506213642,1785477744809471652,1785477754235099806,1785477754923518689
55,lane0:B1:s10->s9,pp_message,backward,1,-1,10,0,160,144,10,9,-1,p2p,4712346,4712346,0,,,9725856015,9730568361,rank160:B1,0,1785477744809471652,1785477754535327667,1785477754540040013
55,rank144:B1,compute,backward,1,144,9,0,144,144,9,9,5,cooldown,697569038,0,0,1.7854777552121485e+18,1.7854777559097175e+18,9730568361,10428137399,lane0:B1:s10->s9,309652553,1785477744809471652,1785477754540040013,1785477755237609051
55,lane0:B3:s12->s11,pp_message,backward,3,-1,12,0,192,176,12,11,-1,p2p,4712346,4712346,0,,,10045962920,10050675266,rank192:B3,0,1785477744809471652,1785477754855434572,1785477754860146918
55,lane0:B2:s11->s10,pp_message,backward,2,-1,11,0,176,160,11,10,-1,p2p,4712346,4712346,0,,,10052214170,10056926516,rank176:B2,0,1785477744809471652,1785477754861685822,1785477754866398168
55,rank160:B2,compute,backward,2,160,10,0,160,160,10,10,6,cooldown,679387943,0,0,1.7854777555397146e+18,1.7854777562191025e+18,10056926516,10736314459,lane0:B2:s11->s10,331070501,1785477744809471652,1785477754866398168,1785477755545786111
55,rank176:B3,compute,backward,3,176,11,0,176,176,11,11,7,cooldown,679347699,0,0,1.7854777555450386e+18,1.7854777562243863e+18,10056926516,10736274215,lane0:B2:s11->s10,4712346,1785477744809471652,1785477754866398168,1785477755545745867
55,lane0:B0:s8->s7,pp_message,backward,0,-1,8,0,128,112,8,7,-1,p2p,4712346,4712346,0,,,10114047037,10118759383,rank128:B0,0,1785477744809471652,1785477754923518689,1785477754928231035
55,rank112:B0,compute,backward,0,112,7,0,112,112,7,7,4,cooldown,680071786,0,0,1.7854777556982285e+18,1.7854777563783002e+18,10118759383,10798831169,lane0:B0:s8->s7,6515051961,1785477744809471652,1785477754928231035,1785477755608302821
55,lane0:B1:s9->s8,pp_message,backward,1,-1,9,0,144,128,9,8,-1,p2p,4712346,4712346,0,,,10428137399,10432849745,rank144:B1,0,1785477744809471652,1785477755237609051,1785477755242321397
55,rank128:B1,compute,backward,1,128,8,0,128,128,8,8,5,cooldown,694382406,0,0,1.7854777560077496e+18,1.7854777567021322e+18,10432849745,11127232151,lane0:B1:s9->s8,318802708,1785477744809471652,1785477755242321397,1785477755936703803
55,lane0:B3:s11->s10,pp_message,backward,3,-1,11,0,176,160,11,10,-1,p2p,4712346,4712346,0,,,10736274215,10740986561,rank176:B3,0,1785477744809471652,1785477755545745867,1785477755550458213
55,lane0:B2:s10->s9,pp_message,backward,2,-1,10,0,160,144,10,9,-1,p2p,4712346,4712346,0,,,10736314459,10741026805,rank160:B2,0,1785477744809471652,1785477755545786111,1785477755550498457
55,rank144:B2,compute,backward,2,144,9,0,144,144,9,9,6,cooldown,700504527,0,0,1.785477756317623e+18,1.7854777570181274e+18,10741026805,11441531332,lane0:B2:s10->s9,312889406,1785477744809471652,1785477755550498457,1785477756251002984
55,rank160:B3,compute,backward,3,160,10,0,160,160,10,10,7,cooldown,679210458,0,0,1.7854777563226755e+18,1.785477757001886e+18,10741026805,11420237263,lane0:B2:s10->s9,4712346,1785477744809471652,1785477755550498457,1785477756229708915
55,lane0:B0:s7->s6,pp_message,backward,0,-1,7,0,112,96,7,6,-1,p2p,4712346,4712346,0,,,10798831169,10803543515,rank112:B0,0,1785477744809471652,1785477755608302821,1785477755613015167
55,rank96:B0,compute,backward,0,96,6,0,96,96,6,6,4,cooldown,701886074,0,0,1.7854777564781207e+18,1.7854777571800067e+18,10803543515,11505429589,lane0:B0:s7->s6,7545172180,1785477744809471652,1785477755613015167,1785477756314901241
55,lane0:B1:s8->s7,pp_message,backward,1,-1,8,0,128,112,8,7,-1,p2p,4712346,4712346,0,,,11127232151,11131944497,rank128:B1,0,1785477744809471652,1785477755936703803,1785477755941416149
55,rank112:B1,compute,backward,1,112,7,0,112,112,7,7,5,cooldown,684199077,0,0,1.7854777568004964e+18,1.7854777574846956e+18,11131944497,11816143574,lane0:B1:s8->s7,333113328,1785477744809471652,1785477755941416149,1785477756625615226
55,lane0:B3:s10->s9,pp_message,backward,3,-1,10,0,160,144,10,9,-1,p2p,4712346,4712346,0,,,11420237263,11424949609,rank160:B3,0,1785477744809471652,1785477756229708915,1785477756234421261
55,lane0:B2:s9->s8,pp_message,backward,2,-1,9,0,144,128,9,8,-1,p2p,4712346,4712346,0,,,11441531332,11446243678,rank144:B2,0,1785477744809471652,1785477756251002984,1785477756255715330
55,rank128:B2,compute,backward,2,128,8,0,128,128,8,8,6,cooldown,690228567,0,0,1.785477757117005e+18,1.7854777578072335e+18,11446243678,12136472245,lane0:B2:s9->s8,319011527,1785477744809471652,1785477756255715330,1785477756945943897
55,rank144:B3,compute,backward,3,144,9,0,144,144,9,9,7,cooldown,697907734,0,0,1.7854777571220767e+18,1.7854777578199844e+18,11446243678,12144151412,lane0:B2:s9->s8,4712346,1785477744809471652,1785477756255715330,1785477756953623064
55,lane0:B0:s6->s5,pp_message,backward,0,-1,6,0,96,80,6,5,-1,p2p,4712346,4712346,0,,,11505429589,11510141935,rank96:B0,0,1785477744809471652,1785477756314901241,1785477756319613587
55,rank80:B0,compute,backward,0,80,5,0,80,80,5,5,4,cooldown,707930208,0,0,1.78547775727951e+18,1.7854777579874404e+18,11510141935,12218072143,lane0:B0:s6->s5,8575707272,1785477744809471652,1785477756319613587,1785477757027543795
55,lane0:B1:s7->s6,pp_message,backward,1,-1,7,0,112,96,7,6,-1,p2p,4712346,4712346,0,,,11816143574,11820855920,rank112:B1,0,1785477744809471652,1785477756625615226,1785477756630327572
55,rank96:B1,compute,backward,1,96,6,0,96,96,6,6,5,cooldown,720207582,0,0,1.7854777575834035e+18,1.7854777583036111e+18,11820855920,12541063502,lane0:B1:s7->s6,315426331,1785477744809471652,1785477756630327572,1785477757350535154
55,lane0:B2:s8->s7,pp_message,backward,2,-1,8,0,128,112,8,7,-1,p2p,4712346,4712346,0,,,12136472245,12141184591,rank128:B2,0,1785477744809471652,1785477756945943897,1785477756950656243
55,rank112:B2,compute,backward,2,112,7,0,112,112,7,7,6,cooldown,684333331,0,0,1.785477757905026e+18,1.7854777585893594e+18,12141184591,12825517922,lane0:B2:s8->s7,325041017,1785477744809471652,1785477756950656243,1785477757634989574
55,lane0:B3:s9->s8,pp_message,backward,3,-1,9,0,144,128,9,8,-1,p2p,4712346,4712346,0,,,12144151412,12148863758,rank144:B3,0,1785477744809471652,1785477756953623064,1785477756958335410
55,rank128:B3,compute,backward,3,128,8,0,128,128,8,8,7,cooldown,681118304,0,0,1.785477757918473e+18,1.7854777585995912e+18,12148863758,12829982062,lane0:B3:s9->s8,12391513,1785477744809471652,1785477756958335410,1785477757639453714
55,lane0:B0:s5->s4,pp_message,backward,0,-1,5,0,80,64,5,4,-1,p2p,4712346,4712346,0,,,12218072143,12222784489,rank80:B0,0,1785477744809471652,1785477757027543795,1785477757032256141
55,rank64:B0,compute,backward,0,64,4,0,64,64,4,4,4,cooldown,698360632,0,0,1.7854777580867697e+18,1.7854777587851302e+18,12222784489,12921145121,lane0:B0:s5->s4,9624187689,1785477744809471652,1785477757032256141,1785477757730616773
55,lane0:B1:s6->s5,pp_message,backward,1,-1,6,0,96,80,6,5,-1,p2p,4712346,4712346,0,,,12541063502,12545775848,rank96:B1,0,1785477744809471652,1785477757350535154,1785477757355247500
55,rank80:B1,compute,backward,1,80,5,0,80,80,5,5,5,cooldown,704114250,0,0,1.7854777584029023e+18,1.7854777591070164e+18,12545775848,13249890098,lane0:B1:s6->s5,327703705,1785477744809471652,1785477757355247500,1785477758059361750
55,lane0:B2:s7->s6,pp_message,backward,2,-1,7,0,112,96,7,6,-1,p2p,4712346,4712346,0,,,12825517922,12830230268,rank112:B2,0,1785477744809471652,1785477757634989574,1785477757639701920
55,lane0:B3:s8->s7,pp_message,backward,3,-1,8,0,128,112,8,7,-1,p2p,4712346,4712346,0,,,12829982062,12834694408,rank128:B3,0,1785477744809471652,1785477757639453714,1785477757644166060
55,rank96:B2,compute,backward,2,96,6,0,96,96,6,6,6,cooldown,694517983,0,0,1.7854777586870943e+18,1.7854777593816123e+18,12830230268,13524748251,lane0:B2:s7->s6,289166766,1785477744809471652,1785477757639701920,1785477758334219903
55,rank112:B3,compute,backward,3,112,7,0,112,112,7,7,7,cooldown,679935068,0,0,1.7854777586977812e+18,1.7854777593777162e+18,12834694408,13514629476,lane0:B3:s8->s7,9176486,1785477744809471652,1785477757644166060,1785477758324101128
55,lane0:B0:s4->s3,pp_message,backward,0,-1,4,0,64,48,4,3,-1,p2p,4712346,4712346,0,,,12921145121,12925857467,rank64:B0,0,1785477744809471652,1785477757730616773,1785477757735329119
55,rank48:B0,compute,backward,0,48,3,0,48,48,3,3,4,cooldown,710975746,0,0,1.785477758883167e+18,1.7854777595941427e+18,12925857467,13636833213,lane0:B0:s4->s3,10645467307,1785477744809471652,1785477757735329119,1785477758446304865
55,lane0:B1:s5->s4,pp_message,backward,1,-1,5,0,80,64,5,4,-1,p2p,4712346,4712346,0,,,13249890098,13254602444,rank80:B1,0,1785477744809471652,1785477758059361750,1785477758064074096
55,rank64:B1,compute,backward,1,64,4,0,64,64,4,4,5,cooldown,698257239,0,0,1.7854777592057341e+18,1.7854777599039916e+18,13254602444,13952859683,lane0:B1:s5->s4,333457323,1785477744809471652,1785477758064074096,1785477758762331335
55,lane0:B3:s7->s6,pp_message,backward,3,-1,7,0,112,96,7,6,-1,p2p,4712346,4712346,0,,,13514629476,13519341822,rank112:B3,0,1785477744809471652,1785477758324101128,1785477758328813474
55,lane0:B2:s6->s5,pp_message,backward,2,-1,6,0,96,80,6,5,-1,p2p,4712346,4712346,0,,,13524748251,13529460597,rank96:B2,0,1785477744809471652,1785477758334219903,1785477758338932249
55,rank80:B2,compute,backward,2,80,5,0,80,80,5,5,6,cooldown,711049361,0,0,1.785477759481455e+18,1.7854777601925046e+18,13529460597,14240509958,lane0:B2:s6->s5,279570499,1785477744809471652,1785477758338932249,1785477759049981610
55,rank96:B3,compute,backward,3,96,6,0,96,96,6,6,7,cooldown,689294355,0,0,1.7854777594865953e+18,1.7854777601758897e+18,13529460597,14218754952,lane0:B2:s6->s5,4712346,1785477744809471652,1785477758338932249,1785477759028226604
55,lane0:B0:s3->s2,pp_message,backward,0,-1,3,0,48,32,3,2,-1,p2p,4712346,4712346,0,,,13636833213,13641545559,rank48:B0,0,1785477744809471652,1785477758446304865,1785477758451017211
55,rank32:B0,compute,backward,0,32,2,0,32,32,2,2,4,cooldown,713874991,0,0,1.7854777596925268e+18,1.7854777604064018e+18,13641545559,14355420550,lane0:B0:s3->s2,11699896626,1785477744809471652,1785477758451017211,1785477759164892202
55,lane0:B1:s4->s3,pp_message,backward,1,-1,4,0,64,48,4,3,-1,p2p,4712346,4712346,0,,,13952859683,13957572029,rank64:B1,0,1785477744809471652,1785477758762331335,1785477758767043681
55,rank48:B1,compute,backward,1,48,3,0,48,48,3,3,5,cooldown,704069463,0,0,1.785477760003403e+18,1.7854777607074724e+18,13957572029,14661641492,lane0:B1:s4->s3,320738816,1785477744809471652,1785477758767043681,1785477759471113144
